Title,Metascore,Platform,Release Date
Star Trek: Starfleet Command III,78.0,PC,2002-11-06
Splashdown,78.0,XBOX,2002-06-25
Star Wars: Jedi Starfighter,78.0,XBOX,2002-05-13
NCAA College Football 2K2,78.0,DC,2001-08-29
FIFA 07 Soccer,78.0,PC,2006-10-03
Hand of Fate,78.0,PC,2015-02-17
Mortal Kombat: Shaolin Monks,78.0,XBOX,2005-09-16
Q.U.B.E. 2,78.0,XONE,2018-03-13
Brass Tactics,78.0,PC,2018-02-22
Heavy Rain & Beyond: Two Souls Collection,78.0,PS4,2016-03-04
Call of Duty: Modern Warfare 3,78.0,PC,2011-11-08
NHL 06,78.0,GC,2005-09-06
RIGS: Mechanized Combat League,78.0,PS4,2016-10-13
Star Wars: Republic Commando,78.0,PC,2005-03-01
Penumbra: Black Plague,78.0,PC,2008-02-12
World Soccer Winning Eleven 9,78.0,PSP,2006-02-07
DiRT 4,78.0,PC,2017-06-08
Marvel's Guardians of the Galaxy: The Telltale Series,78.0,PC,2017-04-18
Avernum 2: Crystal Souls,78.0,PC,2015-01-14
Watch Dogs,78.0,XONE,2014-05-27
Grand Theft Auto: Liberty City Stories,78.0,PS2,2006-06-06
Resident Evil: Revelations,78.0,Switch,2017-11-28
Elemental: Fallen Enchantress,78.0,PC,2012-10-23
Crimson Gem Saga,78.0,PSP,2009-05-26
Heavy Rain,78.0,PS4,2016-03-01
Electronic Super Joy,78.0,WIIU,2015-11-05
So Many Me,78.0,PC,2014-07-17
MotoGP '07,78.0,X360,2007-08-27
Wings of Prey,78.0,PC,2009-12-25
Cladun: This is an RPG,78.0,PSP,2010-09-20
NHL 2K7,78.0,X360,2006-09-12
Pro Evolution Soccer 2012,78.0,X360,2011-09-27
The Lord of the Rings: The Battle for Middle-Earth II - The Rise of the Witch-King,78.0,PC,2006-11-28
Tales of the Abyss,78.0,PS2,2006-10-10
Baldur's Gate II: Enhanced Edition,78.0,PC,2013-11-15
State of Decay,78.0,X360,2013-06-05
Dynasty Tactics 2,78.0,PS2,2003-09-23
Retro/Grade,78.0,PS3,2012-08-21
Sonic & All-Stars Racing Transformed,78.0,WIIU,2012-11-18
Under Night In-Birth Exe:Late[st],78.0,PS4,2018-02-09
Fallout 4: Far Harbor,78.0,XONE,2016-05-19
Sonic Colors,78.0,WII,2010-11-16
The Adventure Pals,78.0,Switch,2018-04-03
NHL 06,78.0,PS2,2005-09-06
Far Cry Instincts Predator,78.0,X360,2006-03-28
LEGO City Undercover,78.0,Switch,2017-04-04
Skylanders Trap Team,78.0,XONE,2014-10-05
The Sims 2: Open for Business,78.0,PC,2006-02-28
Immortal Redneck,78.0,XONE,2018-02-27
Disgaea 3: Absence of Detention,78.0,VITA,2012-04-17
AlphaBounce,78.0,DS,2010-04-12
Fire Emblem: Radiant Dawn,78.0,WII,2007-11-05
Max Payne,78.0,GBA,2003-12-18
The Simpsons: Hit & Run,78.0,PS2,2003-09-16
MLB 2003,78.0,PS,2002-06-17
Pokemon Stadium 2,78.0,N64,2001-03-28
NBA Live 2001,78.0,PC,2001-02-07
Earth 2150,78.0,PC,2000-12-01
Heavy Metal: F.A.K.K. 2,78.0,PC,2000-08-06
StarLancer,78.0,PC,2000-03-31
Bangai-O HD: Missile Fury,78.0,X360,2011-05-04
GRID Autosport,78.0,PC,2014-06-26
Dissidia 012: Duodecim Final Fantasy,78.0,PSP,2011-03-21
Mega Man Zero Collection,78.0,DS,2010-06-08
Sonic & Sega All-Stars Racing,78.0,DS,2010-02-23
The Magic Obelisk,78.0,WII,2009-12-28
Pro Evolution Soccer 2010,78.0,PC,2009-10-23
Lunar: Silver Star Story Complete,78.0,PS,1999-05-28
ATOMIK: RunGunJumpGun,78.0,Switch,2018-02-08
Disney Infinity 3.0 Edition,78.0,XONE,2015-08-30
Greed Corp,78.0,PS3,2010-02-25
Call of Duty: Ghosts,78.0,XONE,2013-11-19
The Walking Dead: Season Two Episode 4 - Amid the Ruins,78.0,PC,2014-07-22
Call of Juarez: Bound in Blood,78.0,PC,2009-06-30
Assassin's Creed Syndicate,78.0,XONE,2015-10-23
Metal Slug Anthology,78.0,PSP,2007-02-20
Hearthstone: Curse of Naxxramas,78.0,PC,2014-07-22
Rock Band Blitz,78.0,X360,2012-08-29
Worms W.M.D,78.0,PS4,2016-08-23
Oreshika: Tainted Bloodlines,78.0,VITA,2015-03-03
The Sims 2 Seasons,78.0,PC,2007-02-27
Darknet,78.0,PS4,2017-03-07
Amnesia Collection,78.0,PS4,2016-11-22
Life is Strange: Episode 2 - Out of Time,78.0,PS4,2015-03-24
Kinect Nat Geo TV,78.0,X360,2012-09-18
Joint Operations: Escalation,78.0,PC,2004-11-19
Skylanders Trap Team,78.0,PS4,2014-10-05
Charlie Murder,78.0,X360,2013-08-14
Call of Duty: Ghosts,78.0,PS4,2013-11-15
Viva Pinata,78.0,PC,2007-11-06
EyeToy: Kinetic,78.0,PS2,2005-11-22
Bejeweled Twist,78.0,PC,2008-10-27
Mercury Meltdown,78.0,PSP,2006-10-03
The Banner Saga 2,78.0,PS4,2016-07-05
Plants vs Zombies: Garden Warfare,78.0,PC,2014-06-24
Dragon Ball: Origins,78.0,DS,2008-11-04
SingStar '80s,78.0,PS2,2007-09-18
The Legend of Zelda: Breath of the Wild - The Master Trials,78.0,Switch,2017-06-30
Melty Blood: Actress Again Current Code,78.0,PC,2016-04-19
Rune Factory 4,78.0,3DS,2013-10-01
Thomas Was Alone,78.0,VITA,2013-04-23
Little Nightmares,78.0,PS4,2017-04-28
PlanetSide 2,78.0,PS4,2015-06-23
WarioWare Gold,78.0,3DS,2018-08-03
NHL 2K7,78.0,XBOX,2006-09-12
Metal Slug 3,78.0,X360,2008-01-02
Offworld Trading Company,78.0,PC,2016-04-28
GRID 2,78.0,X360,2013-05-28
Atelier Shallie Plus: Alchemists of the Dusk Sea,78.0,VITA,2017-01-17
Medal of Honor: Airborne,78.0,PC,2007-09-04
Rebelstar: Tactical Command,78.0,GBA,2005-09-06
A Kingdom for Keflings,78.0,X360,2008-11-19
Red Faction,78.0,PC,2001-09-17
Disney's Extreme Skate Adventure,78.0,PS2,2003-09-03
Stronghold: Crusader,78.0,PC,2002-09-25
Dragon Warrior VII,78.0,PS,2001-10-31
NHL Hitz 20-02,78.0,PS2,2001-09-24
Konami Krazy Racers,78.0,GBA,2001-06-10
Summoner,78.0,PC,2001-03-21
Armored Core 2,78.0,PS2,2000-10-24
Madden NFL 2001,78.0,PC,2000-08-24
ATV Offroad Fury 3,78.0,PS2,2004-11-02
Death Squared,78.0,Switch,2017-07-13
Wargame: Red Dragon,78.0,PC,2014-04-17
Inazuma Eleven,78.0,3DS,2014-02-13
WWE SmackDown vs. Raw 2007,78.0,PSP,2006-12-06
MySims Agents,78.0,WII,2009-09-29
Shin Megami Tensei: Devil Survivor Overclocked,78.0,3DS,2011-08-23
Bridge Constructor Portal,78.0,XONE,2018-02-28
This War of Mine: The Little Ones,78.0,PS4,2016-01-29
Need for Speed: Carbon,78.0,PC,2006-10-31
Top Gear Rally,78.0,GBA,2003-10-28
Etherlords II,78.0,PC,2003-09-30
Ace Combat: Assault Horizon,78.0,X360,2011-10-11
Samurai Gunn,78.0,PC,2013-12-10
The Walking Dead: 400 Days,78.0,PC,2013-07-03
Fortnite,78.0,PS4,2017-07-21
WWE SmackDown vs. Raw 2009,78.0,PS2,2008-11-09
El Shaddai: Ascension of the Metatron,78.0,PS3,2011-08-16
Ghostbusters: The Video Game,78.0,PS3,2009-06-16
New Super Mario Bros. 2,78.0,3DS,2012-08-19
DeathSpank: Thongs of Virtue,78.0,PC,2010-11-30
Tabula Rasa,78.0,PC,2007-10-30
Oxenfree,78.0,XONE,2016-01-15
NFL Street 2,78.0,XBOX,2004-12-22
Dead Rising 3,78.0,XONE,2013-11-22
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,78.0,PS4,2015-08-18
Mount & Blade: Warband,78.0,PC,2010-03-30
Nancy Drew: The Ransom of the Seven Ships,78.0,PC,2009-07-14
Madden NFL 08,78.0,PS2,2007-08-14
Tom Clancy's Splinter Cell Double Agent,78.0,PS3,2007-03-30
LEGO Star Wars,78.0,PS2,2005-04-02
RiME,78.0,PC,2017-05-26
Alien Hominid,78.0,PS2,2004-11-21
Crash Bandicoot N. Sane Trilogy,78.0,Switch,2018-06-29
Grand Slam Tennis,78.0,WII,2009-06-08
Switchball,78.0,X360,2007-11-07
Wario Land: Shake It!,78.0,WII,2008-09-22
Star Wars Republic Commando,78.0,XBOX,2005-02-28
Hue,78.0,XONE,2016-08-30
Ibb & Obb,78.0,PS3,2013-08-06
Deadlight,78.0,PC,2012-10-25
Fallout 3: The Pitt,78.0,PC,2009-03-24
Hyrule Warriors: Definitive Edition,78.0,Switch,2018-05-18
LEGO Indiana Jones: The Original Adventures,78.0,WII,2008-06-03
Pro Evolution Soccer 2014,78.0,PS3,2013-09-24
Skylanders Giants,78.0,WII,2012-10-21
Chibi-Robo! Park Patrol,78.0,DS,2007-10-02
Dead Space 3,78.0,X360,2013-02-05
R.U.S.E.,78.0,X360,2010-09-07
Galak-Z: The Dimensional,78.0,PC,2015-10-29
Anomaly: Warzone Earth,78.0,PS3,2012-09-11
Boktai 2: Solar Boy Django,78.0,GBA,2004-10-19
ESPN Major League Baseball,78.0,XBOX,2004-04-06
Road Rash: Jailbreak,78.0,GBA,2003-09-17
Iridion II,78.0,GBA,2003-05-29
All-Star Baseball 2004,78.0,PS2,2003-03-01
Austerlitz: Napoleon's Greatest Victory,78.0,PC,2002-07-10
Dropship: United Peace Force,78.0,PS2,2002-05-29
MotoGP 2,78.0,PS2,2002-01-22
Luigi's Mansion,78.0,GC,2001-11-17
Desperados: Wanted Dead or Alive,78.0,PC,2001-07-23
Mars Matrix,78.0,DC,2001-04-30
Zone of the Enders,78.0,PS2,2001-03-26
Dirt Track Racing: Sprint Cars,78.0,PC,2000-10-19
Star Trek: Bridge Crew,78.0,PC,2017-05-30
Alice in Wonderland,78.0,DS,2010-03-02
Ridge Racer 7,78.0,PS3,2006-11-13
ABZU,78.0,PS4,2016-08-02
Bad Apple Wars,78.0,VITA,2017-10-13
Toki Tori 2 +,78.0,PS4,2016-02-23
Joe Dever's Lone Wolf HD Remastered,78.0,PC,2014-11-27
Every Extend Extra Extreme,78.0,X360,2007-10-17
Life is Strange: Before the Storm - Episode 1: Awake,78.0,PS4,2017-08-31
Tropico 4,78.0,PC,2011-08-30
Call of Duty: Infinite Warfare,78.0,XONE,2016-11-04
Vaporum,78.0,PC,2017-09-28
Ironcast,78.0,XONE,2016-03-04
AR-K Episode 3: The Great Escape,78.0,PC,2015-07-14
World Class Poker with T.J. Cloutier,78.0,PC,2005-08-22
Puzzle Quest: Challenge of the Warlords,78.0,PS2,2007-11-13
Tales From The Borderlands: Episode 2 - Atlas Mugged,78.0,PC,2015-03-17
Injustice: Gods Among Us,78.0,PS3,2013-04-16
The Count Lucanor,78.0,PC,2016-03-03
Five Nights at Freddy's,78.0,PC,2014-08-08
Baseball Mogul 2007,78.0,PC,2006-04-12
Outlast,78.0,PS4,2014-02-04
NASCAR 06: Total Team Control,78.0,PS2,2005-08-30
Pac-Man Championship Edition 2,78.0,PC,2016-09-13
Call of Duty: Black Ops III - Zombies Chronicles,78.0,PS4,2017-05-16
Crashlands,78.0,PC,2016-01-21
King's Bounty: Crossworlds,78.0,PC,2010-09-17
Everybody's Gone to the Rapture,78.0,PS4,2015-08-11
Dawn of Discovery: Venice,78.0,PC,2010-02-26
EyeToy: Play 2,78.0,PS2,2005-08-16
Pro Evolution Soccer 2010,78.0,X360,2009-11-03
Mega Man 10,78.0,PS3,2010-03-11
Legendary Gary,78.0,PC,2018-02-20
Everybody's Golf,78.0,PS4,2017-08-29
Shadows of Adam,78.0,PC,2017-02-23
Flywrench,78.0,PS4,2017-02-14
Style Savvy: Fashion Forward,78.0,3DS,2016-08-19
Dungelot: Shattered Lands,78.0,PC,2016-02-18
Dying Light: The Following,78.0,PS4,2016-02-09
Teslagrad,78.0,PS4,2015-04-14
The Walking Dead: Season Two Episode 4 - Amid the Ruins,78.0,PS3,2014-07-22
Battlefield 3: End Game,78.0,PC,2013-03-26
Marvel vs. Capcom Origins,78.0,X360,2012-09-26
Call of Duty: Black Ops - Annihilation,78.0,X360,2011-06-28
Ace Attorney Investigations: Miles Edgeworth,78.0,DS,2010-02-16
Top Spin 3,78.0,X360,2008-06-23
Fire Pro Wrestling Returns,78.0,PS2,2007-11-13
NCAA March Madness 2005,78.0,PS2,2004-11-17
Pac-Man vs.,78.0,GC,2003-12-02
World Tour Soccer 2003,78.0,PS2,2003-02-10
Crash Bandicoot: The Huge Adventure,78.0,GBA,2002-02-25
Amped: Freestyle Snowboarding,78.0,XBOX,2001-11-19
Dave Mirra Freestyle BMX 2,78.0,GC,2001-11-17
Tony Hawk's Pro Skater 2x,78.0,XBOX,2001-11-14
NHL FaceOff 2001,78.0,PS,2000-09-05
Castlevania,78.0,N64,1998-12-31
Titan Quest,77.0,PC,2006-06-26
Call of Duty 2: Big Red One,77.0,PS2,2005-11-01
Tom Clancy's Ghost Recon: Shadow Wars,77.0,3DS,2011-03-22
Deathtrap,77.0,PC,2015-02-04
Yomawari: Midnight Shadows,77.0,PS4,2017-10-24
Ancestors Legacy,77.0,PC,2018-05-22
Excitebots: Trick Racing,77.0,WII,2009-04-20
Kokuga,77.0,3DS,2013-06-27
Spider-Man: Web of Shadows,77.0,DS,2008-10-21
Galactic Civilizations: Altarian Prophecy,77.0,PC,2004-11-12
Graceful Explosion Machine,77.0,Switch,2017-04-06
UEFA EURO 2008,77.0,PS2,2008-05-19
Pop Island,77.0,DS,2009-12-07
NBA Live 06,77.0,PS2,2005-09-26
Republique: Episode 1 - Exordium,77.0,PC,2015-02-25
Prince of Persia: The Forgotten Sands,77.0,WII,2010-05-18
Mega Man Legacy Collection,77.0,3DS,2016-02-23
Mutant Storm Reloaded,77.0,X360,2005-11-22
Mortal Kombat: Armageddon,77.0,XBOX,2006-10-11
NFL Street 2,77.0,GC,2004-12-22
Nintendo Land,77.0,WIIU,2012-11-18
Sonic Generations,77.0,PC,2011-11-03
Elite: Dangerous,77.0,PS4,2017-06-27
Kingdom Hearts HD 1.5 ReMIX,77.0,PS3,2013-09-10
Starhawk,77.0,PS3,2012-05-08
Skylanders Giants,77.0,PS3,2012-10-21
Yakuza 2,77.0,PS2,2008-09-09
Brain Age 2: More Training in Minutes a Day,77.0,DS,2007-08-20
Regalia: Of Men and Monarchs - Royal Edition,77.0,XONE,2018-04-13
Railway Empire,77.0,XONE,2018-01-30
Puddle,77.0,VITA,2012-07-24
Devil May Cry HD Collection,77.0,X360,2012-03-29
Game of Thrones: Episode One - Iron From Ice,77.0,PS4,2014-12-02
Tiny Barbarian DX,77.0,Switch,2017-10-10
Reigns,77.0,PC,2016-08-11
Mega Man 9,77.0,PS3,2008-09-25
Sonic & Sega All-Stars Racing,77.0,PS3,2010-02-23
Mafia II,77.0,PC,2010-08-23
EA Sports MMA,77.0,PS3,2010-10-19
Etrian Mystery Dungeon,77.0,3DS,2015-04-07
Sega Rally Revo,77.0,X360,2007-10-09
Tower of Time,77.0,PC,2018-04-12
The Inner World,77.0,XONE,2017-03-31
Linelight,77.0,PS4,2017-01-31
Letter Quest: Grimm's Journey Remastered,77.0,XONE,2016-04-08
Dance Dance Revolution Extreme,77.0,PS2,2004-09-21
NHL 2005,77.0,XBOX,2004-09-20
Delta Force: Black Hawk Down,77.0,PC,2003-03-23
Rayman 3: Hoodlum Havoc,77.0,GC,2003-03-02
Arx Fatalis,77.0,PC,2002-11-11
Geoff Crammond's Grand Prix 4,77.0,PC,2002-09-10
Emperor: Rise of the Middle Kingdom,77.0,PC,2002-09-09
NFL Blitz 20-02,77.0,GC,2002-03-18
Kinetica,77.0,PS2,2001-10-14
Ground Control: Dark Conspiracy,77.0,PC,2000-12-14
Birds of Steel,77.0,X360,2012-03-13
College Hoops 2K6,77.0,PS2,2005-11-30
Apollo Justice: Ace Attorney,77.0,3DS,2017-11-21
Call of Cthulhu: Dark Corners of the Earth,77.0,XBOX,2005-10-24
Bridge Constructor Portal,77.0,PC,2017-12-20
OutRun 2006: Coast 2 Coast,77.0,XBOX,2006-04-25
NBA Live 09,77.0,X360,2008-10-07
Sherlock Holmes: Crimes & Punishments,77.0,PC,2014-09-29
Life Goes On: Done to Death,77.0,PS4,2016-05-17
Proteus,77.0,VITA,2013-10-29
Rune Factory 3: A Fantasy Harvest Moon,77.0,DS,2010-11-09
Shank 2,77.0,X360,2012-02-08
Far Cry Primal,77.0,XONE,2016-02-23
Sanctum 2,77.0,X360,2013-05-15
Sky Force Anniversary,77.0,XONE,2016-12-09
Livelock,77.0,XONE,2016-08-30
Eets: Chowdown,77.0,X360,2007-04-25
Aven Colony,77.0,XONE,2017-07-25
RISK: Factions,77.0,X360,2010-06-23
ArmA II,77.0,PC,2009-06-26
Ultimate Marvel vs. Capcom 3,77.0,PS4,2016-12-03
Dead or Alive 5 Ultimate,77.0,PS3,2013-09-03
Life is Strange: Before the Storm - Episode 3: Hell is Empty,77.0,PS4,2017-12-19
Pac-Man Championship Edition 2,77.0,PS4,2016-09-13
Street Fighter V,77.0,PS4,2016-02-16
Minecraft: Wii U Edition,77.0,WIIU,2015-12-17
F1 2013,77.0,PC,2013-10-03
Your Shape Fitness Evolved 2012,77.0,X360,2011-11-08
Angry Birds,77.0,PSP,2011-01-04
DeathSpank,77.0,PC,2010-10-25
Al Emmo and the Lost Dutchman's Mine,77.0,PC,2006-09-06
Tony Hawk's American Wasteland,77.0,XBOX,2005-10-18
SoulCalibur V,77.0,X360,2012-01-31
Pro Evolution Soccer 2011,77.0,PS3,2010-10-19
The Awesome Adventures of Captain Spirit,77.0,XONE,2018-06-26
Final Fantasy IV: The Complete Collection,77.0,PSP,2011-04-18
Expeditions: Conquistador,77.0,PC,2013-05-30
Call of Juarez: Bound in Blood,77.0,X360,2009-06-30
Life is Strange: Episode 1 - Chrysalis,77.0,PC,2015-01-30
Wasteland 2: Director's Cut,77.0,XONE,2015-10-13
Field Commander,77.0,PSP,2006-05-23
Shu,77.0,PS4,2016-10-04
Gary Grigsby's World at War,77.0,PC,2005-03-25
RUSH,77.0,WIIU,2013-12-12
LEGO Batman 2: DC Super Heroes,77.0,WIIU,2013-05-21
Zeno Clash,77.0,PC,2009-04-21
Hamtaro: Ham-Ham Games,77.0,GBA,2004-07-27
I-Ninja,77.0,GC,2003-12-04
James Bond 007: NightFire,77.0,PS2,2002-11-18
Harry Potter and the Chamber of Secrets,77.0,XBOX,2002-11-14
Operation Flashpoint: Resistance,77.0,PC,2002-07-10
World Tour Soccer 2002,77.0,PS2,2002-02-17
Etherlords,77.0,PC,2001-11-12
FIFA Soccer 2002,77.0,PC,2001-10-29
Alone in the Dark: The New Nightmare,77.0,PS,2001-06-18
Tenchu 2: Birth of the Stealth Assassins,77.0,PS,2000-08-07
Army Men: Air Combat,77.0,N64,2000-07-14
Pokemon Snap,77.0,N64,1999-06-30
Banjo-Kazooie,77.0,X360,2008-12-03
Virginia,77.0,PS4,2016-09-22
FIFA Soccer 09,77.0,PC,2008-10-14
FIFA World Cup: Germany 2006,77.0,PC,2006-04-24
Giana Sisters: Twisted Dreams,77.0,PC,2012-10-22
Alien Swarm,77.0,PC,2010-07-19
Art Style: BASE 10,77.0,DS,2009-07-06
Rune Factory 2: A Fantasy Harvest Moon,77.0,DS,2008-11-18
FIFA World Cup: Germany 2006,77.0,PS2,2006-04-24
Soldiers: Heroes of World War II,77.0,PC,2004-06-30
Shadows of the Damned,77.0,PS3,2011-06-21
The Elder Scrolls Online: Morrowind,77.0,PC,2017-05-22
The Godfather,77.0,XBOX,2006-03-21
Bloodstained: Curse of the Moon,77.0,PC,2018-05-24
Mega Man Legacy Collection 2,77.0,Switch,2018-05-22
Figment,77.0,PC,2017-09-22
Project Zero 2: Wii Edition,77.0,WII,2012-06-29
Dragon Quest Heroes: The World Tree's Woe and the Blight Below,77.0,PS4,2015-10-13
The Elder Scrolls Online: Tamriel Unlimited,77.0,XONE,2015-06-09
Inazuma Eleven Go: Chrono Stones: Thunderflash,77.0,3DS,2015-03-27
LEGO City Undercover,77.0,XONE,2017-04-04
Baldur's Gate: Siege of Dragonspear,77.0,PC,2016-03-31
EA Sports UFC 3,77.0,XONE,2018-01-30
Gears of War 3: RAAM's Shadow,77.0,X360,2011-12-13
Crysis 3,77.0,PS3,2013-02-19
Mega Man Zero 3,77.0,GBA,2004-10-05
Kerbal Space Program,77.0,PS4,2016-07-12
Men of War: Assault Squad,77.0,PC,2011-02-25
Singularity,77.0,PS3,2010-06-29
Command & Conquer 3: Kane's Wrath,77.0,PC,2008-03-24
ATV Offroad Fury 4,77.0,PS2,2006-10-31
FIFA World Cup: Germany 2006,77.0,XBOX,2006-04-24
Car Battler Joe,77.0,GBA,2002-10-21
Life is Strange: Before the Storm,77.0,PS4,2017-08-31
Tales of Symphonia Chronicles,77.0,PS3,2014-02-25
Killzone: Liberation,77.0,PSP,2006-10-31
The Escapists 2,77.0,XONE,2017-08-22
Arena Wars,77.0,PC,2004-09-13
Little Red Lie,77.0,PS4,2018-01-09
Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto Expansion,77.0,XONE,2017-02-03
Furi,77.0,XONE,2016-12-02
Corpse Party,77.0,3DS,2016-10-25
Element4l,77.0,PC,2013-05-24
Anomaly 2,77.0,PC,2013-05-15
Final Fight: Double Impact,77.0,X360,2010-04-14
Outlast 2,77.0,XONE,2017-04-25
The Bigs,77.0,PS3,2007-06-25
MotorStorm: Apocalypse,77.0,PS3,2011-05-03
The Last Guy,77.0,PS3,2008-08-28
Valiant Hearts: The Great War,77.0,PS4,2014-06-24
Mothergunship,77.0,XONE,2018-07-17
Mini Metro,77.0,PC,2014-08-11
Battlefield 2: Modern Combat,77.0,X360,2006-04-11
Mortal Kombat: Shaolin Monks,77.0,PS2,2005-09-16
MLB SlugFest: Loaded,77.0,XBOX,2004-06-23
True Crime: Streets of LA,77.0,XBOX,2003-11-03
Massive Assault,77.0,PC,2003-10-28
Fatal Frame,77.0,XBOX,2002-11-22
Kelly Slater's Pro Surfer,77.0,PS2,2002-09-16
MTV Music Generator 2,77.0,PS2,2001-05-19
Taiko Drum Master,77.0,PS2,2004-10-26
Sonic Generations,77.0,X360,2011-11-01
The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running,77.0,PS4,2018-08-14
Duke Nukem 3D: 20th Anniversary World Tour,77.0,PS4,2016-10-11
Scott Pilgrim vs. the World: The Game,77.0,PS3,2010-08-10
King's Quest Chapter 1: A Knight to Remember,77.0,PS4,2015-07-28
Ape Escape 3,77.0,PS2,2006-01-17
Batman: The Enemy Within - Episode 1: The Enigma,77.0,XONE,2017-08-08
Sonic the Hedgehog (Live Arcade),77.0,X360,2007-07-11
Thomas Was Alone,77.0,PC,2012-06-30
World of Final Fantasy,77.0,PC,2017-11-21
Ittle Dew 2+,77.0,Switch,2017-11-14
Quantum Break,77.0,XONE,2016-04-05
World of Final Fantasy,77.0,PS4,2016-10-25
Dungeons & Dragons: Chronicles of Mystara,77.0,X360,2013-06-19
Wik & the Fable of Souls,77.0,X360,2005-12-14
Universe at War: Earth Assault,77.0,PC,2007-12-10
The Incredible Adventures of Van Helsing II,77.0,PC,2014-05-22
Life is Strange: Episode 2 - Out of Time,77.0,PC,2015-03-24
Herald: An Interactive Period Drama,77.0,PC,2017-02-16
3D Classics: Kid Icarus,77.0,3DS,2012-03-23
Daytona USA,77.0,X360,2011-10-26
Teslagrad,77.0,PC,2013-12-13
Tales of Monkey Island Chapter 2: The Siege of Spinner Cay,77.0,PC,2009-08-20
Hearts of Iron III,77.0,PC,2009-08-07
#IDARB,77.0,XONE,2015-01-30
Azure Striker Gunvolt,77.0,3DS,2014-08-29
FIFA Soccer 06,77.0,PSP,2005-10-11
Echoes Of Aetheria,77.0,PC,2016-01-15
Life is Strange: Episode 1 - Chrysalis,77.0,XONE,2015-01-30
Nexus: The Jupiter Incident,77.0,PC,2005-02-24
Naruto Shippuden: Ultimate Ninja Storm 3,77.0,PS3,2013-03-05
Supreme Commander 2,77.0,PC,2010-03-01
Orwell,77.0,PC,2016-10-27
Super Little Acorns 3D Turbo,77.0,3DS,2013-04-18
Turok 3: Shadow of Oblivion,77.0,N64,2000-08-30
World of Tanks: Xbox 360 Edition,77.0,X360,2014-02-12
Surge Deluxe,77.0,VITA,2014-02-04
Unravel Two,77.0,PS4,2018-06-09
Nintendo Labo: Toycon 01 Variety Kit,77.0,Switch,2018-04-20
Lumo,77.0,Switch,2017-11-14
Shank 2,77.0,PS3,2012-02-07
Penny Arcade Adventures: Episode One,77.0,PC,2008-05-21
Stuntman,77.0,GBA,2003-06-24
NFL Blitz 20-02,77.0,XBOX,2002-03-18
Kirby 64: The Crystal Shards,77.0,N64,2000-06-26
The Suffering,77.0,XBOX,2004-03-09
NEO Scavenger,77.0,PC,2014-12-15
ARMS,77.0,Switch,2017-06-16
Child of Light,77.0,PC,2014-04-30
Silent Hill: Shattered Memories,77.0,PS2,2010-01-19
Wulverblade,77.0,XONE,2018-01-31
Game of Thrones: Episode Three - The Sword in the Darkness,77.0,PC,2015-03-24
Spec Ops: The Line,77.0,PS3,2012-06-26
LEGO Batman: The Videogame,77.0,PS2,2008-09-23
Watch Dogs,77.0,PC,2014-05-26
20XX,77.0,Switch,2018-07-10
Prey: Mooncrash,77.0,PC,2018-06-10
Tomb Raider: Anniversary,77.0,X360,2007-10-23
NHL 17,77.0,XONE,2016-09-13
Tony Hawk's American Wasteland,77.0,PS2,2005-10-18
Sid Meier's Railroads!,77.0,PC,2006-10-17
Magic Duels: Origins,77.0,PC,2015-07-29
WordJong,77.0,DS,2007-11-16
Lumines Live!,77.0,X360,2006-10-18
MotoGP 3: Ultimate Racing Technology,77.0,PC,2005-08-30
DoDonPachi Resurrection,77.0,X360,2011-11-04
Minecraft: Story Mode - Episode 1: The Order of the Stone,77.0,XONE,2015-10-13
Baldur's Gate: Dark Alliance II,77.0,XBOX,2004-01-20
NCAA Football 08,77.0,PS3,2007-07-17
Eldritch,77.0,PC,2013-10-21
Hitman GO: Definitive Edition,77.0,PS4,2016-02-23
Kirby's Return to Dream Land,77.0,WII,2011-10-24
Poochy & Yoshi's Woolly World,77.0,3DS,2017-02-03
The Godfather: Blackhand Edition,77.0,WII,2007-03-20
Need for Speed Underground 2,77.0,XBOX,2004-11-15
Final Fantasy III,77.0,DS,2006-11-14
Bomb Chicken,77.0,Switch,2018-07-12
Flashback,77.0,Switch,2018-06-17
Outlast: Bundle of Terror,77.0,Switch,2018-02-27
The Elder Scrolls V: Skyrim VR,77.0,PS4,2017-11-17
Marvel vs. Capcom: Infinite,77.0,XONE,2017-09-19
Cosmic Star Heroine,77.0,PC,2017-04-11
Human Resource Machine,77.0,Switch,2017-03-16
Attack on Titan,77.0,XONE,2016-08-30
On Rusty Trails,77.0,PC,2016-06-13
Lumo,77.0,PC,2016-05-24
Mega Man Legacy Collection,77.0,PS4,2015-08-25
Stealth Inc 2: A Game of Clones,77.0,PC,2015-04-30
Tappingo 2,77.0,3DS,2014-09-04
3D Classics: Kirby's Adventure,77.0,3DS,2011-11-17
Red Dead Redemption: Liars and Cheats,77.0,X360,2010-09-21
The Void,77.0,PC,2009-12-15
Rise of Flight: The First Great Air War,77.0,PC,2009-06-29
LEGO Indiana Jones: The Original Adventures,77.0,X360,2008-06-03
FIFA Soccer 08,77.0,PC,2007-10-09
Heroes of Might and Magic V,77.0,PC,2006-05-23
FIFA Soccer 2005,77.0,PC,2004-10-12
MTX Mototrax,77.0,PS2,2004-03-02
